method	quality	guarantee	nb_patterns	crispiness	timespent	timeInitialize
CbO	0.21185185185185185	-1	12545	0.0	0.13454604148864746	0.0030450820922851562
RefineAndMine	0.0804938271604938	0.7837037037037037	98	1.0	0.0027239322662353516	0.0030450820922851562
RefineAndMine	0.1338271604938272	0.7259259259259259	151	1.0	0.004366874694824219	0.0030450820922851562
RefineAndMine	0.1338271604938272	0.7125925925925926	204	1.0	0.006123781204223633	0.0030450820922851562
RefineAndMine	0.1338271604938272	0.6696296296296296	281	1.0	0.00942683219909668	0.0030450820922851562
RefineAndMine	0.1338271604938272	0.6592592592592592	366	1.0	0.012607812881469727	0.0030450820922851562
RefineAndMine	0.1338271604938272	0.6419753086419753	456	1.0	0.016388654708862305	0.0030450820922851562
RefineAndMine	0.13728395061728393	0.5659259259259259	619	1.0	0.021944761276245117	0.0030450820922851562
RefineAndMine	0.13728395061728393	0.5506172839506173	749	1.0	0.027420520782470703	0.0030450820922851562
RefineAndMine	0.13728395061728393	0.5437037037037037	797	1.0	0.03130960464477539	0.0030450820922851562
RefineAndMine	0.13728395061728393	0.5185185185185185	1002	1.0	0.04184842109680176	0.0030450820922851562
RefineAndMine	0.15407407407407403	0.5101234567901234	1309	1.0	0.054726362228393555	0.0030450820922851562
RefineAndMine	0.17234567901234565	0.4972839506172839	1505	1.0	0.06315350532531738	0.0030450820922851562
RefineAndMine	0.17234567901234565	0.43209876543209874	1828	1.0	0.0789194107055664	0.0030450820922851562
RefineAndMine	0.17234567901234565	0.38419753086419756	2211	1.0	0.10329222679138184	0.0030450820922851562
RefineAndMine	0.17234567901234565	0.37975308641975314	2505	1.0	0.11287426948547363	0.0030450820922851562
RefineAndMine	0.17234567901234565	0.3787654320987654	2763	1.0	0.1276073455810547	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.37037037037037035	3218	1.0	0.15921330451965332	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.36296296296296293	3711	1.0	0.18707752227783203	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.3397530864197531	4203	1.0	0.21333527565002441	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.3032098765432099	4849	1.0	0.24125361442565918	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.28444444444444444	5415	1.0	0.267383337020874	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.2740740740740741	5994	1.0	0.2931783199310303	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.2735802469135802	6531	1.0	0.3180205821990967	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.24839506172839504	7432	1.0	0.35170435905456543	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.24148148148148146	7438	1.0	0.35845351219177246	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	8111	1.0	0.3837413787841797	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	8652	1.0	0.38986921310424805	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	9341	1.0	0.3972902297973633	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	9520	1.0	0.3994278907775879	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	9849	1.0	0.40308690071105957	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	10415	1.0	0.40946197509765625	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	10589	1.0	0.41156888008117676	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	11276	1.0	0.41902661323547363	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	11279	1.0	0.419191837310791	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	12110	1.0	0.4282236099243164	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	12935	1.0	0.4370896816253662	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	13346	1.0	0.44182467460632324	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	14070	1.0	0.44979190826416016	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	14907	1.0	0.45897412300109863	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	15625	1.0	0.4666881561279297	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	16293	1.0	0.47435688972473145	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	16530	1.0	0.4771888256072998	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	17216	1.0	0.4847228527069092	0.0030450820922851562
RefineAndMine	0.21185185185185185	0.21185185185185185	18092	1.0	0.49436187744140625	0.0030450820922851562
