method	quality	guarantee	nb_patterns	crispiness	timespent	timeInitialize
CbO	0.22195013524815588	-1	3007640	0.0	55.25341796875	0.023123979568481445
RefineAndMine	0.21842577174330732	0.8295477663333811	8160	1.0	0.21071791648864746	0.023123979568481445
RefineAndMine	0.21842577174330732	0.8070359179921489	14057	1.0	0.3642549514770508	0.023123979568481445
RefineAndMine	0.21842577174330732	0.7448255336462752	21104	1.0	0.5455021858215332	0.023123979568481445
RefineAndMine	0.21842577174330732	0.670906200317965	31465	1.0	0.8446111679077148	0.023123979568481445
RefineAndMine	0.21842577174330732	0.670906200317965	41305	1.0	1.1465098857879639	0.023123979568481445
RefineAndMine	0.21842577174330732	0.5020136529057633	56138	1.0	1.7596871852874756	0.023123979568481445
RefineAndMine	0.21842577174330732	0.49885472313685303	71231	1.0	2.2997121810913086	0.023123979568481445
RefineAndMine	0.21842577174330732	0.47239279982519455	86492	1.0	2.9019482135772705	0.023123979568481445
RefineAndMine	0.21842577174330732	0.45383102645438855	112268	1.0	3.933915376663208	0.023123979568481445
RefineAndMine	0.21842577174330732	0.44672202171505204	126583	1.0	4.483704090118408	0.023123979568481445
RefineAndMine	0.21842577174330732	0.4464074473134969	151765	1.0	5.5801169872283936	0.023123979568481445
RefineAndMine	0.21842577174330732	0.42289348171701113	215458	1.0	8.527034044265747	0.023123979568481445
RefineAndMine	0.21842577174330732	0.42289348171701113	277825	1.0	11.785396814346313	0.023123979568481445
RefineAndMine	0.21842577174330732	0.40540540540540543	323869	1.0	13.933459758758545	0.023123979568481445
RefineAndMine	0.21842577174330732	0.33389153022551404	377087	1.0	16.463518857955933	0.023123979568481445
RefineAndMine	0.21842577174330732	0.30668932104672275	451876	1.0	20.52168083190918	0.023123979568481445
RefineAndMine	0.21842577174330732	0.2931004603711601	524135	1.0	24.20467472076416	0.023123979568481445
RefineAndMine	0.21842577174330732	0.2913034305562881	588533	1.0	27.53754997253418	0.023123979568481445
RefineAndMine	0.21842577174330732	0.2753317158809213	688418	1.0	32.02709078788757	0.023123979568481445
RefineAndMine	0.21842577174330732	0.271084019620401	755666	1.0	35.168556690216064	0.023123979568481445
RefineAndMine	0.21842577174330732	0.2532342769309594	836745	1.0	39.13408041000366	0.023123979568481445
RefineAndMine	0.21842577174330732	0.24830468885389434	920674	1.0	43.856234312057495	0.023123979568481445
RefineAndMine	0.21842577174330732	0.24392325138073673	991587	1.0	47.09821653366089	0.023123979568481445
RefineAndMine	0.21842577174330732	0.23960209163721852	1067505	1.0	50.824156522750854	0.023123979568481445
RefineAndMine	0.21842577174330732	0.23194116893587205	1136854	1.0	54.64236855506897	0.023123979568481445
RefineAndMine	0.21842577174330732	0.2317735215003127	1298094	1.0	62.395278453826904	0.023123979568481445
RefineAndMine	0.21842577174330732	0.23097672526164303	1367711	1.0	65.57550644874573	0.023123979568481445
RefineAndMine	0.21842577174330732	0.22908927885231206	1478784	1.0	71.6696035861969	0.023123979568481445
RefineAndMine	0.21842577174330732	0.22600004520829722	1541759	1.0	73.91781067848206	0.023123979568481445
RefineAndMine	0.21842577174330732	0.2259096286138383	1633907	1.0	78.95583081245422	0.023123979568481445
RefineAndMine	0.22195013524815588	0.2229409504291021	1682150	1.0	81.42070055007935	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	1881396	1.0	89.53829956054688	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2027751	1.0	92.3205816745758	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2179683	1.0	95.11478972434998	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2291983	1.0	97.15119576454163	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2415644	1.0	99.39415001869202	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2574868	1.0	102.40971279144287	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2697488	1.0	104.69138288497925	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	2950777	1.0	109.25608086585999	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	3244153	1.0	114.51382088661194	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	3490676	1.0	119.02176785469055	0.023123979568481445
RefineAndMine	0.22195013524815588	0.22195013524815588	3718935	1.0	123.24060082435608	0.023123979568481445
