method	quality	guarantee	nb_patterns	crispiness	timespent	timeInitialize
CbO	0.3882564936491891	-1	557900000	0.0	7200.408056020737	0.04611515998840332
RefineAndMine	0.3065266118753571	0.8992836109524018	447	1.0	0.011754989624023438	0.04611515998840332
RefineAndMine	0.3065266118753571	0.8912407155100426	689	1.0	0.017934083938598633	0.04611515998840332
RefineAndMine	0.3065266118753571	0.872473959477871	1027	1.0	0.02545952796936035	0.04611515998840332
RefineAndMine	0.3065266118753571	0.8563881685931525	1511	1.0	0.036177635192871094	0.04611515998840332
RefineAndMine	0.3065266118753571	0.7836065573770492	2090	1.0	0.0505375862121582	0.04611515998840332
RefineAndMine	0.3065266118753571	0.7836065573770492	2710	1.0	0.06653857231140137	0.04611515998840332
RefineAndMine	0.3065266118753571	0.7254955390497956	3995	1.0	0.09348845481872559	0.04611515998840332
RefineAndMine	0.3065266118753571	0.6960049224278116	5158	1.0	0.12407040596008301	0.04611515998840332
RefineAndMine	0.3065266118753571	0.6858963653144641	6825	1.0	0.17167234420776367	0.04611515998840332
RefineAndMine	0.3065266118753571	0.683215400167011	8081	1.0	0.21135735511779785	0.04611515998840332
RefineAndMine	0.3065266118753571	0.6757702281017888	9884	1.0	0.2650308609008789	0.04611515998840332
RefineAndMine	0.3065266118753571	0.6734144947918956	11193	1.0	0.3130664825439453	0.04611515998840332
RefineAndMine	0.3587834571265327	0.6215356216762625	14448	1.0	0.40056347846984863	0.04611515998840332
RefineAndMine	0.3587834571265327	0.5947083901024041	17669	1.0	0.4897892475128174	0.04611515998840332
RefineAndMine	0.3587834571265327	0.56193908495583	22027	1.0	0.6148176193237305	0.04611515998840332
RefineAndMine	0.3587834571265327	0.556251922823364	28384	1.0	0.8148484230041504	0.04611515998840332
RefineAndMine	0.3587834571265327	0.5485342592185646	35521	1.0	1.0318872928619385	0.04611515998840332
RefineAndMine	0.3587834571265327	0.528044653452292	43398	1.0	1.2730333805084229	0.04611515998840332
RefineAndMine	0.3587834571265327	0.5200017580099328	49703	1.0	1.506026268005371	0.04611515998840332
RefineAndMine	0.3587834571265327	0.4985540368303081	60682	1.0	1.8930292129516602	0.04611515998840332
RefineAndMine	0.3587834571265327	0.4905111413879488	69198	1.0	2.24367618560791	0.04611515998840332
RefineAndMine	0.3587834571265327	0.4905111413879488	78554	1.0	2.586130142211914	0.04611515998840332
RefineAndMine	0.3587834571265327	0.4884278996176329	90406	1.0	2.949033260345459	0.04611515998840332
RefineAndMine	0.35967125214257456	0.48623917725135146	101801	1.0	3.315932273864746	0.04611515998840332
RefineAndMine	0.35967125214257456	0.4785390937458797	115521	1.0	3.8082332611083984	0.04611515998840332
RefineAndMine	0.35967125214257456	0.4567837208280227	129315	1.0	4.308565139770508	0.04611515998840332
RefineAndMine	0.35967125214257456	0.4552982024348437	142604	1.0	4.829585313796997	0.04611515998840332
RefineAndMine	0.35967125214257456	0.4552982024348437	146904	1.0	5.187709331512451	0.04611515998840332
RefineAndMine	0.3813914648617765	0.449558300004395	165659	1.0	5.856871128082275	0.04611515998840332
RefineAndMine	0.3813914648617765	0.44758053883004445	183628	1.0	6.534274101257324	0.04611515998840332
RefineAndMine	0.3813914648617765	0.44640267217509777	208210	1.0	7.422033071517944	0.04611515998840332
RefineAndMine	0.3813914648617765	0.4449171537819189	227752	1.0	8.156695127487183	0.04611515998840332
RefineAndMine	0.3813914648617765	0.4422361886344658	229045	1.0	8.424175024032593	0.04611515998840332
RefineAndMine	0.3813914648617765	0.43789390410055823	252349	1.0	9.328099012374878	0.04611515998840332
RefineAndMine	0.3813914648617765	0.433850481255219	287915	1.0	10.758870840072632	0.04611515998840332
RefineAndMine	0.384977805124599	0.42128071023601277	312523	1.0	11.728402614593506	0.04611515998840332
RefineAndMine	0.384977805124599	0.41776469037050057	345236	1.0	13.030762910842896	0.04611515998840332
RefineAndMine	0.3882564936491891	0.41272799191315435	360225	1.0	13.771354913711548	0.04611515998840332
RefineAndMine	0.3882564936491891	0.4100646068650288	390608	1.0	14.951087951660156	0.04611515998840332
RefineAndMine	0.3882564936491891	0.40528281984793213	418772	1.0	16.07927703857422	0.04611515998840332
RefineAndMine	0.3882564936491891	0.40519491935129426	466413	1.0	17.886369943618774	0.04611515998840332
RefineAndMine	0.3882564936491891	0.40289192633938375	502291	1.0	19.27132296562195	0.04611515998840332
RefineAndMine	0.3882564936491891	0.4028391860414012	526381	1.0	20.139198780059814	0.04611515998840332
RefineAndMine	0.3882564936491891	0.4016964795851097	559937	1.0	21.538432836532593	0.04611515998840332
RefineAndMine	0.3882564936491891	0.40106359600931746	589040	1.0	22.775388717651367	0.04611515998840332
