method	quality	guarantee	nb_patterns	crispiness	timespent	timeInitialize
CbO	0.5515873015873015	-1	70749	0.0	0.7633090019226074	0.022082805633544922
RefineAndMine	0.2420634920634921	0.9	134	1.0	0.0033111572265625	0.022082805633544922
RefineAndMine	0.2420634920634921	0.8301587301587301	175	1.0	0.004914045333862305	0.022082805633544922
RefineAndMine	0.4115079365079365	0.8301587301587301	219	1.0	0.006532192230224609	0.022082805633544922
RefineAndMine	0.4115079365079365	0.7787698412698413	278	1.0	0.008918046951293945	0.022082805633544922
RefineAndMine	0.4115079365079365	0.7648809523809523	305	1.0	0.010693073272705078	0.022082805633544922
RefineAndMine	0.4115079365079365	0.7648809523809523	333	1.0	0.012498140335083008	0.022082805633544922
RefineAndMine	0.4115079365079365	0.7468253968253968	474	1.0	0.016654253005981445	0.022082805633544922
RefineAndMine	0.4115079365079365	0.7402777777777778	602	1.0	0.02066326141357422	0.022082805633544922
RefineAndMine	0.4115079365079365	0.6831349206349207	774	1.0	0.02518916130065918	0.022082805633544922
RefineAndMine	0.4115079365079365	0.6345238095238095	981	1.0	0.03232908248901367	0.022082805633544922
RefineAndMine	0.4115079365079365	0.6287698412698413	1103	1.0	0.03778839111328125	0.022082805633544922
RefineAndMine	0.42500000000000004	0.6287698412698413	1228	1.0	0.040212392807006836	0.022082805633544922
RefineAndMine	0.489484126984127	0.6287698412698413	1373	1.0	0.04523038864135742	0.022082805633544922
RefineAndMine	0.489484126984127	0.6218253968253968	1674	1.0	0.05447220802307129	0.022082805633544922
RefineAndMine	0.489484126984127	0.6218253968253968	1962	1.0	0.06367731094360352	0.022082805633544922
RefineAndMine	0.496031746031746	0.6075396825396826	2149	1.0	0.07029128074645996	0.022082805633544922
RefineAndMine	0.496031746031746	0.6009920634920635	2276	1.0	0.07584738731384277	0.022082805633544922
RefineAndMine	0.5021825396825397	0.5888888888888888	2558	1.0	0.08562445640563965	0.022082805633544922
RefineAndMine	0.5164682539682539	0.5884920634920635	2749	1.0	0.09305858612060547	0.022082805633544922
RefineAndMine	0.5164682539682539	0.5871031746031745	2984	1.0	0.10287642478942871	0.022082805633544922
RefineAndMine	0.5238095238095237	0.5871031746031745	3588	1.0	0.1131734848022461	0.022082805633544922
RefineAndMine	0.5373015873015873	0.5728174603174603	3922	1.0	0.12441062927246094	0.022082805633544922
RefineAndMine	0.5373015873015873	0.5728174603174603	4562	1.0	0.14452147483825684	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5728174603174603	4898	1.0	0.1506485939025879	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5654761904761905	4900	1.0	0.1560382843017578	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5607142857142857	5474	1.0	0.1726093292236328	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5607142857142857	6042	1.0	0.18173933029174805	0.022082805633544922
RefineAndMine	0.5515873015873015	0.558531746031746	6607	1.0	0.20084357261657715	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	6610	1.0	0.20729756355285645	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	7078	1.0	0.2123396396636963	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	7713	1.0	0.21920466423034668	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	8265	1.0	0.22498655319213867	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	8801	1.0	0.23080158233642578	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	9057	1.0	0.23383831977844238	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	9622	1.0	0.23970651626586914	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	10264	1.0	0.2467184066772461	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	10775	1.0	0.2525324821472168	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	11451	1.0	0.2597973346710205	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	11977	1.0	0.2658512592315674	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	12322	1.0	0.2700343132019043	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	13990	1.0	0.28645849227905273	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	14954	1.0	0.2965376377105713	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	16122	1.0	0.30848145484924316	0.022082805633544922
RefineAndMine	0.5515873015873015	0.5515873015873015	16980	1.0	0.31713247299194336	0.022082805633544922
