method	quality	guarantee	nb_patterns	timespent	timeInitialize	precision	recall	fscore	globality	crispiness	size_pattern_set
CbO	0.2790006501346708	-1	8250637	108.25592589378357	0.07360601425170898	1.0	1.0	1.0	0.0	0.0	10
RefineAndMine	0.26098263211665274	0.9420451379214265	293	0.008212566375732422	0.07360601425170898	1.0	0.5494846662997298	0.7092482787996024	0.21153846153846154	0.44471153846153844	146
RefineAndMine	0.26098263211665274	0.8712733351908609	407	0.014615058898925781	0.07360601425170898	1.0	0.5989951889838767	0.7492144980930479	0.15865384615384615	0.4206730769230769	55
RefineAndMine	0.26098263211665274	0.8249280208043095	524	0.024096012115478516	0.07360601425170898	1.0	0.6531860155333296	0.7902147845384564	0.11538461538461539	0.4014423076923077	53
RefineAndMine	0.26609083310114234	0.8159190117953005	713	0.033623695373535156	0.07360601425170898	1.0	0.6531860155333296	0.7902147845384564	0.11538461538461539	0.3918269230769231	115
RefineAndMine	0.26609083310114234	0.7798829757592645	868	0.04468035697937012	0.07360601425170898	1.0	0.6551860155333296	0.7916765963277153	0.11538461538461539	0.37740384615384615	65
RefineAndMine	0.26999164112566176	0.7798829757592645	1124	0.0535893440246582	0.07360601425170898	1.0	0.6574111535793631	0.7932988168441015	0.11538461538461539	0.375	131
RefineAndMine	0.26999164112566176	0.7731958762886598	1418	0.07106423377990723	0.07360601425170898	1.0	0.6598089007766428	0.7950420081105856	0.11538461538461539	0.3557692307692308	149
RefineAndMine	0.26999164112566176	0.7731958762886598	1771	0.08932733535766602	0.07360601425170898	1.0	0.6598089007766428	0.7950420081105856	0.11538461538461539	0.34615384615384615	182
RefineAndMine	0.26999164112566176	0.7731958762886598	2130	0.1099543571472168	0.07360601425170898	1.0	0.662865983229074	0.7972572533378459	0.11057692307692307	0.34375	221
RefineAndMine	0.26999164112566176	0.6650877681805517	2948	0.15422439575195312	0.07360601425170898	1.0	0.6800589656852145	0.8095655921312874	0.11057692307692307	0.30288461538461536	376
RefineAndMine	0.2790006501346708	0.6650877681805517	3576	0.17413663864135742	0.07360601425170898	1.0	0.6808108453844625	0.8100981109849233	0.11057692307692307	0.30288461538461536	418
RefineAndMine	0.2790006501346708	0.6650877681805517	4192	0.19947314262390137	0.07360601425170898	1.0	0.6808108453844625	0.8100981109849233	0.11057692307692307	0.30288461538461536	390
RefineAndMine	0.2790006501346708	0.6560787591715427	5285	0.2481694221496582	0.07360601425170898	1.0	0.6808108453844625	0.8100981109849233	0.11057692307692307	0.30288461538461536	666
RefineAndMine	0.2790006501346708	0.6071329061019783	6617	0.3156609535217285	0.07360601425170898	1.0	0.681854323645332	0.8108363656222592	0.11057692307692307	0.30288461538461536	713
RefineAndMine	0.2790006501346708	0.6071329061019783	8214	0.3898606300354004	0.07360601425170898	1.0	0.681854323645332	0.8108363656222592	0.11057692307692307	0.30288461538461536	817
RefineAndMine	0.2790006501346708	0.5994241664344757	9388	0.4862096309661865	0.07360601425170898	1.0	0.6877646743774145	0.8150006749384281	0.11057692307692307	0.30288461538461536	656
RefineAndMine	0.2790006501346708	0.5967307513699266	11613	0.5963726043701172	0.07360601425170898	1.0	0.6981649751214969	0.822258126094664	0.10576923076923077	0.30288461538461536	1448
RefineAndMine	0.2790006501346708	0.5568867836909074	12901	0.7095706462860107	0.07360601425170898	1.0	0.7202647060541799	0.8373882269621998	0.10576923076923077	0.2644230769230769	789
RefineAndMine	0.2790006501346708	0.5568867836909074	14576	0.8038730621337891	0.07360601425170898	1.0	0.7202647060541799	0.8373882269621998	0.10576923076923077	0.2644230769230769	575
RefineAndMine	0.2790006501346708	0.5517785827064177	16193	0.9127566814422607	0.07360601425170898	1.0	0.7202647060541799	0.8373882269621998	0.10576923076923077	0.2644230769230769	690
RefineAndMine	0.2790006501346708	0.5478777746818984	18270	1.043252944946289	0.07360601425170898	1.0	0.7361683995050431	0.8480380125740271	0.10096153846153846	0.24519230769230768	1328
RefineAndMine	0.2790006501346708	0.5109129748305006	20071	1.1700553894042969	0.07360601425170898	1.0	0.7436759070125506	0.8529978581704377	0.10096153846153846	0.2403846153846154	1083
RefineAndMine	0.2790006501346708	0.5109129748305006	20631	1.1881279945373535	0.07360601425170898	1.0	0.7436759070125506	0.8529978581704377	0.10096153846153846	0.2403846153846154	66
RefineAndMine	0.2790006501346708	0.5096127054889941	24262	1.366337537765503	0.07360601425170898	1.0	0.7539672578699392	0.8597278592139461	0.09615384615384616	0.2403846153846154	2796
RefineAndMine	0.2790006501346708	0.5095198291074581	24262	1.3842697143554688	0.07360601425170898	1.0	0.7539672578699392	0.8597278592139461	0.09615384615384616	0.2403846153846154	0
RefineAndMine	0.2790006501346708	0.5095198291074581	24262	1.4562313556671143	0.07360601425170898	1.0	0.7539672578699392	0.8597278592139461	0.09615384615384616	0.2403846153846154	0
RefineAndMine	0.2790006501346708	0.5018110894399554	28170	1.5962069034576416	0.07360601425170898	1.0	0.7571011610038423	0.861761608046865	0.09615384615384616	0.2403846153846154	2836
RefineAndMine	0.2790006501346708	0.46428903129934057	34485	1.8995721340179443	0.07360601425170898	1.0	0.7597083651204803	0.8634480351162804	0.09615384615384616	0.19471153846153846	4024
RefineAndMine	0.2790006501346708	0.4346614655893006	37392	2.103525161743164	0.07360601425170898	1.0	0.7646371290788939	0.8666225100658735	0.08173076923076923	0.19471153846153846	2402
RefineAndMine	0.2790006501346708	0.4140429088882697	39895	2.2728874683380127	0.07360601425170898	1.0	0.7646371290788939	0.8666225100658735	0.08173076923076923	0.19471153846153846	2446
RefineAndMine	0.2790006501346708	0.4115352465867929	43284	2.4483449459075928	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.19471153846153846	2582
RefineAndMine	0.2790006501346708	0.4090275842853162	47680	2.6301791667938232	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.19471153846153846	3213
RefineAndMine	0.2790006501346708	0.4064270456023033	53431	2.946120500564575	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	3364
RefineAndMine	0.2790006501346708	0.3958391381071793	60255	3.3067617416381836	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	4653
RefineAndMine	0.2790006501346708	0.3894306677811833	69242	3.716904878616333	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	4097
RefineAndMine	0.2790006501346708	0.3894306677811833	76720	4.101972341537476	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	4544
RefineAndMine	0.2790006501346708	0.3894306677811833	78070	4.3190484046936035	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	499
RefineAndMine	0.2790006501346708	0.36249651713569236	83132	4.620683670043945	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	3161
RefineAndMine	0.2790006501346708	0.36249651713569236	86886	4.820616960525513	0.07360601425170898	1.0	0.766458991427072	0.8677914348952663	0.08173076923076923	0.18509615384615385	1211
RefineAndMine	0.2790006501346708	0.35720256338813033	94632	5.216768026351929	0.07360601425170898	1.0	0.7771083420764227	0.874576213140081	0.08173076923076923	0.18509615384615385	6037
RefineAndMine	0.2790006501346708	0.35720256338813033	106976	5.785016059875488	0.07360601425170898	1.0	0.780492957461038	0.8767155794584122	0.08173076923076923	0.18509615384615385	7741
RefineAndMine	0.2790006501346708	0.35469490108665364	113551	6.248709440231323	0.07360601425170898	1.0	0.7879475029155835	0.8813989243316008	0.08173076923076923	0.18509615384615385	5608
RefineAndMine	0.2790006501346708	0.35079409306213427	126089	6.870429277420044	0.07360601425170898	1.0	0.7943802514535951	0.8854090439415859	0.07211538461538461	0.17067307692307693	6074
RefineAndMine	0.2790006501346708	0.35079409306213427	138547	7.528331518173218	0.07360601425170898	1.0	0.7943802514535951	0.8854090439415859	0.07211538461538461	0.17067307692307693	6409
RefineAndMine	0.2790006501346708	0.35079409306213427	154653	8.228862762451172	0.07360601425170898	1.0	0.7943802514535951	0.8854090439415859	0.07211538461538461	0.17067307692307693	8283
RefineAndMine	0.2790006501346708	0.35079409306213427	173478	8.869592189788818	0.07360601425170898	1.0	0.7967562123201221	0.8868829358784114	0.07211538461538461	0.17067307692307693	12589
RefineAndMine	0.2790006501346708	0.34076344385622737	185004	9.523337125778198	0.07360601425170898	1.0	0.8233332067542595	0.9031077849121021	0.0673076923076923	0.17067307692307693	5961
RefineAndMine	0.2790006501346708	0.33946317451472086	185004	9.92214059829712	0.07360601425170898	1.0	0.8233332067542595	0.9031077849121021	0.0673076923076923	0.17067307692307693	0
RefineAndMine	0.2790006501346708	0.33918454537011233	194446	10.423195838928223	0.07360601425170898	1.0	0.8233332067542595	0.9031077849121021	0.0673076923076923	0.17067307692307693	7640
RefineAndMine	0.2790006501346708	0.33918454537011233	211875	10.902087211608887	0.07360601425170898	1.0	0.8233332067542595	0.9031077849121021	0.0673076923076923	0.17067307692307693	11117
RefineAndMine	0.2790006501346708	0.3325903222810439	224289	11.537785530090332	0.07360601425170898	1.0	0.837280575175312	0.9114346349581574	0.0673076923076923	0.17067307692307693	5380
RefineAndMine	0.2790006501346708	0.3325903222810439	237414	12.18582272529602	0.07360601425170898	1.0	0.837280575175312	0.9114346349581574	0.0673076923076923	0.17067307692307693	7422
RefineAndMine	0.2790006501346708	0.3325903222810439	264395	13.146405696868896	0.07360601425170898	1.0	0.837280575175312	0.9114346349581574	0.0673076923076923	0.14182692307692307	11166
RefineAndMine	0.2790006501346708	0.3325903222810439	286450	14.164296627044678	0.07360601425170898	1.0	0.837280575175312	0.9114346349581574	0.0673076923076923	0.13701923076923078	7871
RefineAndMine	0.2790006501346708	0.33026841274263957	306383	15.191531896591187	0.07360601425170898	1.0	0.8496615275562645	0.9187210902081313	0.0625	0.13221153846153846	12160
RefineAndMine	0.2790006501346708	0.3288752670195969	314258	15.694427251815796	0.07360601425170898	1.0	0.8496615275562645	0.9187210902081313	0.0625	0.13221153846153846	5286
RefineAndMine	0.2790006501346708	0.3288752670195969	326492	16.179977655410767	0.07360601425170898	1.0	0.861301739196476	0.9254831938945053	0.04807692307692308	0.13221153846153846	10244
RefineAndMine	0.2790006501346708	0.32794650320423513	339324	16.71527910232544	0.07360601425170898	1.0	0.8630561251613884	0.9264950352331717	0.04807692307692308	0.13221153846153846	7764
RefineAndMine	0.2790006501346708	0.320980774589022	357349	17.59741449356079	0.07360601425170898	1.0	0.8630561251613884	0.9264950352331717	0.04807692307692308	0.125	14048
RefineAndMine	0.2790006501346708	0.320980774589022	384887	18.92246103286743	0.07360601425170898	1.0	0.8630561251613884	0.9264950352331717	0.04807692307692308	0.125	12398
RefineAndMine	0.2790006501346708	0.320980774589022	417886	20.221521377563477	0.07360601425170898	1.0	0.8630561251613884	0.9264950352331717	0.04807692307692308	0.125	21180
RefineAndMine	0.2790006501346708	0.320980774589022	442540	21.55608868598938	0.07360601425170898	1.0	0.8630561251613884	0.9264950352331717	0.04807692307692308	0.125	14185
RefineAndMine	0.2790006501346708	0.320980774589022	476162	23.758652925491333	0.07360601425170898	1.0	0.8630561251613884	0.9264950352331717	0.04807692307692308	0.125	19663
RefineAndMine	0.2790006501346708	0.31327203492151945	502811	25.286295175552368	0.07360601425170898	1.0	0.8676015797068428	0.9291077809465444	0.04807692307692308	0.125	16775
RefineAndMine	0.2790006501346708	0.31327203492151945	502811	25.86132264137268	0.07360601425170898	1.0	0.8676015797068428	0.9291077809465444	0.04807692307692308	0.125	0
RefineAndMine	0.2790006501346708	0.30732794650320416	536074	27.795414924621582	0.07360601425170898	1.0	0.8845685466738098	0.9387491351641615	0.03365384615384615	0.11778846153846154	8661
RefineAndMine	0.2790006501346708	0.3005479706510634	561324	28.674680948257446	0.07360601425170898	1.0	0.8845685466738098	0.9387491351641615	0.03365384615384615	0.11778846153846154	18846
RefineAndMine	0.2790006501346708	0.2993405776910932	581446	29.793983221054077	0.07360601425170898	1.0	0.8845685466738098	0.9387491351641615	0.03365384615384615	0.11778846153846154	7712
RefineAndMine	0.2790006501346708	0.2993405776910932	601818	30.843323469161987	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	14587
RefineAndMine	0.2790006501346708	0.2993405776910932	608518	31.459041118621826	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	5134
RefineAndMine	0.2790006501346708	0.29701866815268874	615005	31.79456329345703	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	4615
RefineAndMine	0.2790006501346708	0.2942323767066035	644801	33.60138201713562	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	13051
RefineAndMine	0.2790006501346708	0.29404662394353115	663755	34.57798361778259	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	14788
RefineAndMine	0.2790006501346708	0.29404662394353115	701785	36.11981391906738	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	19999
RefineAndMine	0.2790006501346708	0.2904244450636203	740362	38.02750611305237	0.07360601425170898	1.0	0.8870460241512873	0.9401424372256557	0.03365384615384615	0.11778846153846154	15957
RefineAndMine	0.2790006501346708	0.2893099284851862	762978	39.27032494544983	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	15727
RefineAndMine	0.2790006501346708	0.2893099284851862	794001	40.1088752746582	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	24424
RefineAndMine	0.2790006501346708	0.28903129934057764	794115	40.74548649787903	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	0
RefineAndMine	0.2790006501346708	0.28903129934057764	814815	41.59843730926514	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	17580
RefineAndMine	0.2790006501346708	0.2879167827621436	820704	41.90303063392639	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	4363
RefineAndMine	0.2790006501346708	0.2876381536175351	832206	42.5855758190155	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	9277
RefineAndMine	0.2790006501346708	0.2867093898021733	865133	44.108500957489014	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	12292
RefineAndMine	0.2790006501346708	0.28522336769759454	886657	45.24864912033081	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	16266
RefineAndMine	0.2790006501346708	0.28522336769759454	916601	47.44779920578003	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	8404
RefineAndMine	0.2790006501346708	0.283923098356088	928026	48.22010850906372	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	8579
RefineAndMine	0.2790006501346708	0.283923098356088	944542	49.03002071380615	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	12335
RefineAndMine	0.2790006501346708	0.2836444692114795	960827	49.56139850616455	0.07360601425170898	1.0	0.8937445887445887	0.9438913716839445	0.03365384615384615	0.11778846153846154	13589
