method	quality	guarantee	nb_patterns	timespent	timeInitialize	precision	recall	fscore	globality	crispiness	size_pattern_set
CbO	0.21185185185185185	-1	8738	0.10108017921447754	0.02025318145751953	1.0	1.0	1.0	0.0	0.0	10
RefineAndMine	0.0804938271604938	0.7837037037037037	76	0.0025610923767089844	0.02025318145751953	1.0	0.46533888078573576	0.6351280060708064	0.19934640522875818	0.4019607843137255	41
RefineAndMine	0.09530864197530864	0.7214814814814815	106	0.004578351974487305	0.02025318145751953	1.0	0.5036822502740025	0.6699317627540273	0.19281045751633988	0.3660130718954248	26
RefineAndMine	0.09530864197530864	0.7130864197530864	137	0.006252288818359375	0.02025318145751953	1.0	0.5036822502740025	0.6699317627540273	0.19281045751633988	0.3562091503267974	15
RefineAndMine	0.09530864197530864	0.654320987654321	169	0.008773565292358398	0.02025318145751953	1.0	0.56314452003039	0.7205277731062788	0.19281045751633988	0.32516339869281047	13
RefineAndMine	0.09728395061728395	0.6296296296296297	223	0.012746334075927734	0.02025318145751953	1.0	0.6186366900004606	0.7643922738465597	0.19281045751633988	0.32516339869281047	42
RefineAndMine	0.09728395061728395	0.5762962962962963	311	0.018534421920776367	0.02025318145751953	1.0	0.6406677145314851	0.7809841186695582	0.19281045751633988	0.3006535947712418	28
RefineAndMine	0.1535802469135803	0.562962962962963	416	0.02487635612487793	0.02025318145751953	1.0	0.7060028739633709	0.8276690323776432	0.11437908496732026	0.2957516339869281	87
RefineAndMine	0.1535802469135803	0.5022222222222222	522	0.032891035079956055	0.02025318145751953	1.0	0.7264669862137756	0.8415648744108943	0.09477124183006536	0.24836601307189543	88
RefineAndMine	0.19308641975308638	0.4444444444444444	621	0.041196584701538086	0.02025318145751953	1.0	0.8231752284934071	0.9030127391250738	0.0718954248366013	0.23039215686274508	85
RefineAndMine	0.19308641975308638	0.4390123456790123	764	0.05120968818664551	0.02025318145751953	1.0	0.8314528204666513	0.9079707772704713	0.0718954248366013	0.2222222222222222	100
RefineAndMine	0.19308641975308638	0.4232098765432099	945	0.06515860557556152	0.02025318145751953	1.0	0.8401484726405645	0.9131311795020254	0.0718954248366013	0.2222222222222222	168
RefineAndMine	0.19308641975308638	0.38320987654320987	1171	0.08389520645141602	0.02025318145751953	1.0	0.8451484726405646	0.9160763864504465	0.0718954248366013	0.17647058823529413	155
RefineAndMine	0.19308641975308638	0.37037037037037035	1415	0.09453392028808594	0.02025318145751953	1.0	0.8466517406144206	0.9169587551280475	0.0718954248366013	0.1715686274509804	217
RefineAndMine	0.19308641975308638	0.3590123456790123	1627	0.11225533485412598	0.02025318145751953	1.0	0.8627363966990768	0.9263107740074411	0.05228758169934641	0.1715686274509804	161
RefineAndMine	0.21185185185185185	0.34716049382716047	1850	0.12325596809387207	0.02025318145751953	1.0	0.8792527968471905	0.9357472271131452	0.05228758169934641	0.1715686274509804	211
RefineAndMine	0.21185185185185185	0.3461728395061728	2105	0.14238500595092773	0.02025318145751953	1.0	0.8792527968471905	0.9357472271131452	0.05228758169934641	0.1650326797385621	194
