method	quality	guarantee	nb_patterns	timespent	timeInitialize	precision	recall	fscore	globality	crispiness	size_pattern_set
CbO	0.22195013524815588	-1	551363	9.442259788513184	0.02196192741394043	1.0	1.0	1.0	0.0	0.0	10
RefineAndMine	0.21842577174330732	0.8295477663333811	1625	0.06103634834289551	0.02196192741394043	1.0	0.6745056999286893	0.8056176816327515	0.143245078071962	0.4378818737270876	1014
RefineAndMine	0.21842577174330732	0.7537183824471252	2286	0.11112546920776367	0.02196192741394043	1.0	0.6937387005114999	0.8191803142975885	0.13102511880515955	0.4103869653767821	351
RefineAndMine	0.21842577174330732	0.6944766762859877	3326	0.1875162124633789	0.02196192741394043	1.0	0.6937387005114999	0.8191803142975885	0.13102511880515955	0.3710115410726409	531
RefineAndMine	0.21842577174330732	0.6423439748641868	5071	0.3328580856323242	0.02196192741394043	1.0	0.6944479912207907	0.8196746017804477	0.13102511880515955	0.3710115410726409	714
RefineAndMine	0.21842577174330732	0.6375198728139905	6982	0.44665026664733887	0.02196192741394043	1.0	0.6944479912207907	0.8196746017804477	0.13102511880515955	0.3710115410726409	870
RefineAndMine	0.21842577174330732	0.615262321144674	8488	0.5888750553131104	0.02196192741394043	1.0	0.7264223976717674	0.841534955352076	0.11473183978275628	0.3710115410726409	496
RefineAndMine	0.21842577174330732	0.5642108514982782	10364	0.7369246482849121	0.02196192741394043	1.0	0.8427587863295519	0.9146707562395376	0.09979633401221996	0.3004073319755601	1145
RefineAndMine	0.21842577174330732	0.5613363572661035	11769	0.8437414169311523	0.02196192741394043	1.0	0.8820111227781501	0.9373070244942657	0.08486082824168364	0.3004073319755601	665
RefineAndMine	0.21842577174330732	0.5506728501570988	17805	1.2099366188049316	0.02196192741394043	1.0	0.8821334725937515	0.9373761058274908	0.08486082824168364	0.29022403258655805	3308
RefineAndMine	0.21842577174330732	0.4058179311176244	22542	1.5723438262939453	0.02196192741394043	1.0	0.9081308565828934	0.9518538557771519	0.04480651731160896	0.2182620502376103	1488
RefineAndMine	0.21842577174330732	0.3847376788553259	26506	1.831766128540039	0.02196192741394043	1.0	0.9254960795951753	0.9613066361472475	0.04073319755600815	0.2158859470468432	1455
RefineAndMine	0.21842577174330732	0.370255954309481	32205	2.228865146636963	0.02196192741394043	1.0	0.9254960795951753	0.9613066361472475	0.04073319755600815	0.19619823489477256	2263
RefineAndMine	0.21842577174330732	0.3203215063404637	39618	2.68742299079895	0.02196192741394043	1.0	0.9434380650915493	0.9708959416178841	0.04073319755600815	0.1846571622539036	2068
