method	quality	guarantee	nb_patterns	timespent_full	timeInitialize	timespent	timePostProcessing	recall	size_pattern_set
CbO	0.12140798322997641	-1	70749	2.011695384979248	0.05942988395690918	0.8764746189117432	1.0757908821105957	1.0	10
MCTS4DM	0.09092497161324133	-1	10	0.093	0	0.093	0	0.31258821524988484	10
MCTS4DM	0.08114245785658136	-1	10	0.105	0	0.105	0	0.3213601547448796	10
MCTS4DM	0.10586077386671323	-1	10	0.165	0	0.165	0	0.3730922428273592	10
MCTS4DM	0.12014149707398028	-1	10	0.23700000000000002	0	0.23700000000000002	0	0.36424274546852686	10
MCTS4DM	0.12014149707398028	-1	10	0.318	0	0.318	0	0.3996147189419063	10
MCTS4DM	0.12455236265176	-1	10	0.47700000000000004	0	0.47700000000000004	0	0.4790658005288259	10
MCTS4DM	0.12455236265176	-1	10	0.883	0	0.883	0	0.4801526809965552	10
MCTS4DM	0.12455236265176	-1	10	1.558	0	1.558	0	0.46787995540838645	10
MCTS4DM	0.12455236265176	-1	10	2.472	0	2.472	0	0.504996346277778	10
MCTS4DM	0.12455236265176	-1	10	3.642	0	3.642	0	0.49541843512464334	10
MCTS4DM	0.12455236265176	-1	10	5.365	0	5.365	0	0.5107656722131801	10
MCTS4DM	0.12455236265176	-1	10	11.183	0	11.183	0	0.6348191672304735	10
MCTS4DM	0.12455236265176	-1	10	21.087	0	21.087	0	0.5741369787274959	10
MCTS4DM	0.12455236265176	-1	10	89.098	0	89.098	0	0.6747825544211087	10
MCTS4DM	0.12455236265176	-1	10	771.4200000000001	0	771.4200000000001	0	0.6517645130515974	10
RefineAndMine	0.053279762424665915	0.1980959035723644	134	0.013942241668701172	0.005835056304931641	0.004291057586669922	0.0038161277770996094	0.28685362286245475	9
RefineAndMine	0.053279762424665915	0.1766093108568434	181	0.017214298248291016	0.005835056304931641	0.00676727294921875	0.004611968994140625	0.3046481090779936	10
RefineAndMine	0.053279762424665915	0.1714123504236178	228	0.020859718322753906	0.005835056304931641	0.009264707565307617	0.0057599544525146484	0.32376338410499855	10
RefineAndMine	0.05943750545899205	0.16438116866101843	324	0.027165651321411133	0.005835056304931641	0.013648509979248047	0.007682085037231445	0.4228466781036784	10
RefineAndMine	0.05943750545899205	0.16293999475936763	428	0.03445935249328613	0.005835056304931641	0.0184173583984375	0.010206937789916992	0.439933512837572	10
RefineAndMine	0.06179579002532973	0.15307013712988032	566	0.03995990753173828	0.005835056304931641	0.023592710494995117	0.010532140731811523	0.4930920232143442	10
RefineAndMine	0.06179579002532973	0.15036247707223338	603	0.04391288757324219	0.005835056304931641	0.026672840118408203	0.011404991149902344	0.4930920232143442	10
RefineAndMine	0.06179579002532973	0.1490959909162372	695	0.0493159294128418	0.005835056304931641	0.031648874282836914	0.011831998825073242	0.4930920232143442	10
RefineAndMine	0.06179579002532973	0.1490959909162372	790	0.06148791313171387	0.005835056304931641	0.0363767147064209	0.019276142120361328	0.4930920232143442	10
RefineAndMine	0.0635863394182898	0.14595161149445365	887	0.061609745025634766	0.005835056304931641	0.041092634201049805	0.01468205451965332	0.4961943833192377	10
RefineAndMine	0.0635863394182898	0.13525198707310684	1034	0.0703897476196289	0.005835056304931641	0.04835772514343262	0.01619696617126465	0.5303610499859045	10
RefineAndMine	0.09498646169971176	0.13525198707310684	1231	0.07737374305725098	0.005835056304931641	0.056694746017456055	0.014843940734863281	0.5818605158726026	10
RefineAndMine	0.09498646169971176	0.13381081317145602	1314	0.08345484733581543	0.005835056304931641	0.06148386001586914	0.01613593101501465	0.5818605158726026	10
RefineAndMine	0.09948467115031882	0.13381081317145602	1601	0.09809088706970215	0.005835056304931641	0.06929278373718262	0.02296304702758789	0.5981586073530124	10
RefineAndMine	0.11367805048475849	0.13381081317145602	1762	0.10926389694213867	0.005835056304931641	0.07659196853637695	0.026836872100830078	0.6473011445937301	10
RefineAndMine	0.11367805048475849	0.13381081317145602	2050	0.12772703170776367	0.005835056304931641	0.08885502815246582	0.03303694725036621	0.6473011445937301	10
RefineAndMine	0.11367805048475849	0.1322822953969779	2308	0.14638710021972656	0.005835056304931641	0.10080385208129883	0.039748191833496094	0.6473011445937301	10
RefineAndMine	0.11367805048475849	0.13114682505022274	2310	0.14800071716308594	0.005835056304931641	0.10426878929138184	0.03789687156677246	0.6473011445937301	10
RefineAndMine	0.11367805048475849	0.13114682505022274	2492	0.15987896919250488	0.005835056304931641	0.11315679550170898	0.04088711738586426	0.6473011445937301	10
RefineAndMine	0.11367805048475849	0.13066643374967246	2800	0.17634916305541992	0.005835056304931641	0.12674999237060547	0.04376411437988281	0.6473011445937301	10
RefineAndMine	0.11529391213206391	0.13066643374967246	2940	0.19525694847106934	0.005835056304931641	0.13495302200317383	0.05446887016296387	0.6538037258965481	10
RefineAndMine	0.11529391213206391	0.12913791597519436	2943	0.19827604293823242	0.005835056304931641	0.13916397094726562	0.053277015686035156	0.6538037258965481	10
RefineAndMine	0.11843829155384752	0.12913791597519436	3192	0.21141624450683594	0.005835056304931641	0.14631104469299316	0.05927014350891113	0.6579469635408216	10
RefineAndMine	0.11843829155384752	0.1276093982007162	3702	0.23405003547668457	0.005835056304931641	0.166884183883667	0.06133079528808594	0.6893881400114099	10
RefineAndMine	0.11843829155384752	0.1276093982007162	4205	0.2628769874572754	0.005835056304931641	0.18721389770507812	0.06982803344726562	0.6978861637268248	10
RefineAndMine	0.11843829155384752	0.12455236265175998	4642	0.29866909980773926	0.005835056304931641	0.2058720588684082	0.08696198463439941	0.7023044258770457	10
RefineAndMine	0.12140798322997641	0.12140798322997641	5079	0.33035707473754883	0.005835056304931641	0.22424697875976562	0.10027503967285156	0.7208309757797424	10
RefineAndMine	0.12140798322997641	0.12140798322997641	5145	0.3333144187927246	0.005835056304931641	0.22573232650756836	0.10174703598022461	0.7208309757797424	10
RefineAndMine	0.12140798322997641	0.12140798322997641	5485	0.3471975326538086	0.005835056304931641	0.23271846771240234	0.10864400863647461	0.7208309757797424	10
RefineAndMine	0.12140798322997641	0.12140798322997641	5628	0.3442873954772949	0.005835056304931641	0.2360243797302246	0.10242795944213867	0.7248309757797423	10
RefineAndMine	0.12140798322997641	0.12140798322997641	6172	0.3599984645843506	0.005835056304931641	0.24633336067199707	0.10783004760742188	0.7248309757797423	10
RefineAndMine	0.12140798322997641	0.12140798322997641	6853	0.3871450424194336	0.005835056304931641	0.2589402198791504	0.12236976623535156	0.7248309757797423	10
RefineAndMine	0.12140798322997641	0.12140798322997641	7618	0.41106438636779785	0.005835056304931641	0.27324414253234863	0.13198518753051758	0.7248309757797423	10
RefineAndMine	0.12140798322997641	0.12140798322997641	8203	0.4413301944732666	0.005835056304931641	0.28444933891296387	0.1510457992553711	0.7276406820377244	10
RefineAndMine	0.12140798322997641	0.12140798322997641	8740	0.4533264636993408	0.005835056304931641	0.29431724548339844	0.15317416191101074	0.7276406820377244	10
RefineAndMine	0.12140798322997641	0.12140798322997641	9397	0.48037028312683105	0.005835056304931641	0.3067312240600586	0.16780400276184082	0.7416462859956838	10
RefineAndMine	0.12140798322997641	0.12140798322997641	9617	0.486161470413208	0.005835056304931641	0.31110239028930664	0.16922402381896973	0.7416462859956838	10
RefineAndMine	0.12140798322997641	0.12140798322997641	10235	0.5036561489105225	0.005835056304931641	0.3222332000732422	0.17558789253234863	0.7433556877050855	10
RefineAndMine	0.12140798322997641	0.12140798322997641	10744	0.5222682952880859	0.005835056304931641	0.3320293426513672	0.1844038963317871	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	11375	0.5531885623931885	0.005835056304931641	0.34391331672668457	0.20344018936157227	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	11379	0.5457844734191895	0.005835056304931641	0.3442554473876953	0.1956939697265625	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	12003	0.5666697025299072	0.005835056304931641	0.3564026355743408	0.20443201065063477	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	13001	0.60658860206604	0.005835056304931641	0.37480759620666504	0.22594594955444336	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	13983	0.6411921977996826	0.005835056304931641	0.39322900772094727	0.2421281337738037	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	14061	0.6417679786682129	0.005835056304931641	0.3950638771057129	0.24086904525756836	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	15403	0.6976628303527832	0.005835056304931641	0.4189169406890869	0.27291083335876465	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	15503	0.6957266330718994	0.005835056304931641	0.42124080657958984	0.26865077018737793	0.7762499264816771	10
RefineAndMine	0.12140798322997641	0.12140798322997641	16552	0.7360210418701172	0.005835056304931641	0.44063782691955566	0.2895481586456299	0.7762499264816771	10
