method	quality	guarantee	nb_patterns	timespent_full	timeInitialize	timespent	timePostProcessing	recall	size_pattern_set
CbO	0.16429382478819113	-1	13047052	426.9994490146637	0.009764909744262695	216.87609314918518	210.11359095573425	1.0	10
MCTS4DM	0.1414534020438466	-1	10	0.09	0	0.09	0	0.28896533570261973	10
MCTS4DM	0.14162808978950125	-1	10	0.161	0	0.161	0	0.3049486077475383	10
MCTS4DM	0.15062450869071536	-1	10	0.198	0	0.198	0	0.3123178005958545	10
MCTS4DM	0.15053716481788806	-1	10	0.366	0	0.366	0	0.33253240701171977	10
MCTS4DM	0.13669316097475764	-1	10	0.501	0	0.501	0	0.28178027128361066	10
MCTS4DM	0.15224037033802076	-1	10	0.582	0	0.582	0	0.40705528856269185	10
MCTS4DM	0.15385623198532622	-1	10	0.971	0	0.971	0	0.3906101035241273	10
MCTS4DM	0.1523277142108481	-1	10	1.717	0	1.717	0	0.3968107829147854	10
MCTS4DM	0.15529740588697702	-1	10	2.576	0	2.576	0	0.3736074679508212	10
MCTS4DM	0.15682592366145515	-1	10	3.748	0	3.748	0	0.3532452188463132	10
MCTS4DM	0.15682592366145515	-1	10	4.681	0	4.681	0	0.4007025811539136	10
MCTS4DM	0.15682592366145515	-1	10	8.366	0	8.366	0	0.3610907708803651	10
MCTS4DM	0.1628526508865403	-1	10	11.38	0	11.38	0	0.3982350221222265	10
MCTS4DM	0.1628526508865403	-1	10	31.375	0	31.375	0	0.44765045847614743	10
MCTS4DM	0.16590968643549653	-1	10	192.957	0	192.957	0	0.43786967504572794	10
RefineAndMine	0.12472705039741462	0.20438466241593153	1534	0.10327386856079102	0.009800910949707031	0.05403900146484375	0.039433956146240234	0.3902959767051945	10
RefineAndMine	0.12472705039741462	0.20438466241593153	1687	0.11781096458435059	0.009800910949707031	0.06491208076477051	0.04309797286987305	0.3902959767051945	10
RefineAndMine	0.12472705039741462	0.20438466241593153	2377	0.15105915069580078	0.009800910949707031	0.09368014335632324	0.04757809638977051	0.3999083088175266	10
RefineAndMine	0.12472705039741462	0.20438466241593153	3268	0.20187687873840332	0.009800910949707031	0.13055205345153809	0.0615239143371582	0.4072929242021419	10
RefineAndMine	0.12472705039741462	0.2028561446414534	4075	0.24977612495422363	0.009800910949707031	0.167586088180542	0.07238912582397461	0.4072929242021419	10
RefineAndMine	0.12472705039741462	0.19818324744519172	5762	0.3435802459716797	0.009800910949707031	0.23563623428344727	0.09814310073852539	0.4158915446137238	10
RefineAndMine	0.1260808804262381	0.19818324744519172	6836	0.42598915100097656	0.009800910949707031	0.2888493537902832	0.12733888626098633	0.44335565000274524	10
